,ts,series_errors,approximant_errors
0,0.0,0.0,0.0
1,0.0031429903146524512,2.2204446783486417e-16,0.0
2,0.0062859806293049025,2.2204405656444742e-16,0.0
3,0.009428970943957353,1.1102168555701748e-15,0.0
4,0.012571961258609805,5.7731026985853e-15,0.0
5,0.015714951573262255,2.2870241300533742e-14,0.0
6,0.018857941887914707,6.861025793356153e-14,0.0
7,0.02200093220256716,1.7296751438075226e-13,0.0
8,0.02514392251721961,3.8545420293329215e-13,0.0
9,0.02828691283187206,7.813358888478605e-13,2.2203350066719537e-16
10,0.03142990314652451,1.4705106240632146e-12,2.22030895978139e-16
11,0.034572893461176965,2.6054987808704615e-12,0.0
12,0.03771588377582941,4.391429786760664e-12,0.0
13,0.04085887409048187,7.0980253372777295e-12,2.2202143688701062e-16
14,0.04400186440513432,1.1072468505943193e-11,0.0
15,0.04714485471978677,1.6749828122659512e-11,0.0
16,0.05028784503443922,2.4669918794332073e-11,2.2200951030257174e-16
17,0.05343083534909167,3.549127116938211e-11,0.0
18,0.05657382566374412,5.000865045072902e-11,0.0
19,0.05971681597839657,6.916901633884192e-11,0.0
20,0.06285980629304902,9.409147395633728e-11,2.219897699834549e-16
21,0.06600279660770147,1.2608566502778616e-10,0.0
22,0.06914578692235393,1.6667215073761894e-10,2.2197825493224198e-16
23,0.07228877723700639,2.1760567328814045e-10,2.2197208619569598e-16
24,0.07543176755165883,2.8089641179771536e-10,2.2196564332353374e-16
25,0.07857475786631128,3.5883411545438005e-10,0.0
26,0.08171774818096374,4.54012005409148e-10,0.0
27,0.08486073849561618,5.69353552057995e-10,2.2194466993386526e-16
28,0.08800372881026863,7.081401289708166e-10,0.0
29,0.09114671912492109,8.740362136125832e-10,0.0
30,0.09428970943957354,1.0711205677669374e-09,0.0
31,0.09743269975422598,1.3039149627370518e-09,2.2191286777556336e-16
32,0.10057569006887844,1.5774159967832895e-09,0.0
33,0.1037186803835309,1.897126452851517e-09,2.2189532208134902e-16
34,0.10686167069818334,2.269087970981392e-09,0.0
35,0.11000466101283579,2.699915921687334e-09,4.437533600674023e-16
36,0.11314765132748825,3.196834260110217e-09,0.0
37,0.1162906416421407,3.7677103600310726e-09,0.0
38,0.11943363195679314,4.421094485618043e-09,2.2184666140043635e-16
39,0.1225766222714456,5.166255246838401e-09,0.0
40,0.12571961258609804,6.013220799182935e-09,2.2182527867535866e-16
41,0.1288626029007505,6.972817134003577e-09,0.0
42,0.13200559321540295,8.056710335311155e-09,2.2180279976874512e-16
43,0.1351485835300554,9.277449473697839e-09,2.217911492644715e-16
44,0.13829157384470786,1.0648507696458708e-08,0.0
45,0.14143456415936032,1.218432683588329e-08,0.0
46,0.14457755447401277,1.3900364202718174e-08,2.2175455363386883e-16
47,0.1477205447886652,1.5813137127905652e-08,0.0
48,0.15086353510331765,1.794027035204788e-08,2.2172878652367925e-16
49,0.1540065254179701,2.0300543156203537e-08,0.0
50,0.15714951573262256,2.2913940888611277e-08,0.0
51,0.16029250604727502,2.5801702681708043e-08,2.2168808098116144e-16
52,0.16343549636192747,2.8986373340034758e-08,2.2167396453268946e-16
53,0.16657848667657993,3.249185496267193e-08,2.2165957413127845e-16
54,0.16972147699123236,3.6343460737040694e-08,0.0
55,0.1728644673058848,4.056796779884886e-08,2.216299715048842e-16
56,0.17600745762053727,4.5193672703031274e-08,4.4322951859585855e-16
57,0.17915044793518972,5.0250446843803297e-08,6.647978195222747e-16
58,0.18229343824984218,5.5769793816620546e-08,6.647505394283698e-16
59,0.18543642856449463,6.17849058391998e-08,6.647024376408143e-16
60,0.1885794188791471,6.833072499087833e-08,1.1077558569813867e-15
61,0.19172240919379951,7.544399996181943e-08,1.1076729485035504e-15
62,0.19486539950845197,8.31633478380733e-08,1.107588670684828e-15
63,0.19800838982310442,9.152931626672605e-08,1.5505042330068694e-15
64,0.20115138013775688,1.0058444444888084e-07,1.9933488130139758e-15
65,0.20429437045240934,1.1037332761022564e-07,2.214655243396991e-15
66,0.2074373607670618,1.2094268118095653e-07,3.1002660276990376e-15
67,0.21058035108171425,1.3234140446205165e-07,3.542869578543735e-15
68,0.21372334139636667,1.4462064909031754e-07,4.2068061520224864e-15
69,0.21686633171101913,1.5783388454890902e-07,4.649233632973474e-15
70,0.22000932202567158,1.7203696581482362e-07,5.9770718540884156e-15
71,0.22315231234032404,1.8728820314028178e-07,7.304672487246034e-15
72,0.2262953026549765,2.0364843042348097e-07,8.189362368877295e-15
73,0.22943829296962895,2.2118107858582068e-07,9.51651277897432e-15
74,0.2325812832842814,2.3995224310712866e-07,1.1507293695812872e-14
75,0.23572427359893383,2.600307598821709e-07,1.3718969069726626e-14
76,0.2388672639135863,2.81488275230953e-07,1.5708963433138327e-14
77,0.24201025422823874,3.0439932311730107e-07,1.83622596378804e-14
78,0.2451532445428912,3.2884139762356714e-07,2.145744836374222e-14
79,0.24829623485754365,3.5489503107846215e-07,2.5215579999875555e-14
80,0.2514392251721961,3.8264386810074683e-07,2.919411197412004e-14
81,0.25458221548684856,4.121747450687291e-07,3.3835255076980304e-14
82,0.257725205801501,4.4357776837598883e-07,3.935991668606431e-14
83,0.2608681961161535,4.769463916930955e-07,4.5325607268253555e-14
84,0.2640111864308059,5.123774988661977e-07,5.239540197470998e-14
85,0.2671541767454584,5.499714829408542e-07,6.034787688189506e-14
86,0.2702971670601108,5.898323277215778e-07,6.940375569849313e-14
87,0.27344015737476324,6.320676909789494e-07,7.934164603416127e-14
88,0.2765831476894157,6.767889886378182e-07,9.126614357332705e-14
89,0.27972613800406815,7.24111476187203e-07,1.0429272014971355e-13
90,0.28286912831872063,7.741543372537417e-07,1.1930470220550822e-13
91,0.28601211863337306,8.27040765192547e-07,1.3630137193415868e-13
92,0.28915510894802554,8.828980529395643e-07,1.5506111198909582e-13
93,0.29229809926267797,9.418576791900841e-07,1.764666887949697e-13
94,0.2954410895773304,1.0040553959830308e-06,2.0029627673447441e-13
95,0.2985840798919829,1.0696313183498517e-06,2.2721136579607185e-13
96,0.3017270702066353,1.138730013153644e-06,2.578731140080526e-13
97,0.3048700605212878,1.2115005897657128e-06,2.9161780718395665e-13
98,0.3080130508359402,1.2880967910303652e-06,3.295478528236711e-13
99,0.3111560411505927,1.3686770858393164e-06,3.7188228924668575e-13
100,0.3142990314652451,1.4534047613256392e-06,4.195020378093779e-13
101,0.31744202177989755,1.5424480151162278e-06,4.721843122719806e-13
102,0.32058501209455004,1.635980051169976e-06,5.308094936209275e-13
103,0.32372800240920246,1.7341791739016285e-06,5.964780669627498e-13
104,0.32687099272385495,1.8372288825751524e-06,6.691870929361022e-13
105,0.3300139830385074,1.94531796993326e-06,7.502567839306761e-13
106,0.33315697335315986,2.0586406155747454e-06,8.399040807428193e-13
107,0.3362999636678123,2.1773964877511337e-06,9.394481250925801e-13
108,0.3394429539824647,2.3017908388021357e-06,1.0493255020936016e-12
109,0.3425859442971172,2.43203460371086e-06,1.171294986338759e-12
110,0.3457289346117696,2.568344502874945e-06,1.3057919948390351e-12
111,0.3488719249264221,2.710943139170624e-06,1.4543533952884979e-12
112,0.35201491524107453,2.8600591009895088e-06,1.6182947810394592e-12
113,0.355157905555727,3.0159270617666965e-06,1.7989309012581647e-12
114,0.35830089587037944,3.1787878861327494e-06,1.9980161728637275e-12
115,0.36144388618503187,3.3488887277041915e-06,2.2168634194116747e-12
116,0.36458687649968435,3.5264831367944464e-06,2.457224970233371e-12
117,0.3677298668143368,3.7118311635010753e-06,2.7215124943665095e-12
118,0.37087285712898926,3.905199460793719e-06,3.0119159477150376e-12
119,0.3740158474436417,4.106861391341418e-06,3.3297433912565307e-12
120,0.3771588377582942,4.3170971349913145e-06,3.6785026253931e-12
121,0.3803018280729466,4.536193792053995e-06,4.05971878386351e-12
122,0.38344481838759903,4.764445494056948e-06,4.477335900844219e-12
123,0.3865878087022515,5.002153508316785e-06,4.933535576354378e-12
124,0.38973079901690394,5.2496263484301004e-06,5.43181741641904e-12
125,0.3928737893315564,5.507179883196639e-06,5.975898462006916e-12
126,0.39601677964620885,5.775137444632715e-06,6.5694931037129475e-12
127,0.39915976996086133,6.053829939249414e-06,7.216532870690424e-12
128,0.40230276027551376,6.343595958852037e-06,7.921166209801681e-12
129,0.4054457505901662,6.644781890418363e-06,8.688197791102153e-12
130,0.40858874090481867,6.957742029228197e-06,9.522648464829263e-12
131,0.4117317312194711,7.282838689964479e-06,1.0429755022842556e-11
